ENERC;CHOAVL;FAT;PROT;FIBC;STARCH;SUGAR;FASAT;NACL
82.89;3.711;0.089;0.51;0.774;2.28;1.426;0.0113;369.43
215.72;9.217;0.376;2.11;1.061;8.28;0.940;0.1132;747.35
190.85;2.053;2.906;2.35;0.904;0.13;1.922;0.4597;448.13
810.77;2.055;17.826;3.07;0.170;0.10;1.955;10.9493;166.82
223.92;3.966;1.351;5.58;1.126;1.95;2.013;0.2064;230.39
550.24;8.987;8.418;4.43;0.765;7.65;1.341;2.6886;1007.44
628.14;10.277;9.737;4.84;0.786;7.83;2.444;2.9062;1259.65
414.00;8.894;5.209;3.87;0.174;3.62;5.278;3.4231;1242.98
406.74;8.956;4.988;3.86;0.176;3.66;5.300;1.3706;1190.68
260.26;4.722;4.448;0.80;0.221;4.60;0.119;2.8367;851.22
248.32;4.743;4.139;0.75;0.224;4.67;0.077;0.2785;781.15
148.09;4.931;0.323;2.11;2.150;0.92;4.014;0.0547;19.06
251.95;10.443;0.504;1.39;3.010;6.01;4.434;0.0661;17.48
1262.00;0.667;24.000;21.33;0;0;0.667;8.1310;3397.33
1397.34;46.748;12.225;7.71;2.401;45.85;0.898;7.4185;1680.94
1068.90;45.709;3.366;8.06;3.784;41.92;3.791;0.9393;1217.28
1479.88;81.64;0.56;3.44;1.6;71.01;0.360;0.1500;463.74
564.84;31.160;0.214;1.31;0.611;27.10;0.137;0.0573;179.92
814.47;1.700;13;16;0;0;1.700;0;3248.70
161.80;2.8;1.5;3.3;0;0;2.800;1.0492;104.47
684.42;2.7;15.0;2.7;0;0;2.700;9.8341;458.64
1381.20;3.0;35;2.0;0;0;3.000;23.3836;71.34
205.70;11.7;0;0.4;0;0;11.992;0;2.37
187.58;7.075;0.292;3.16;0.024;0.11;6.967;0.1567;116.39
438.50;2.929;9.171;2.03;1.665;0.22;2.711;2.4044;981.20
899.24;19.291;13.573;4.46;1.830;15.87;3.395;2.2626;892.59
1170.49;33.824;12.536;6.76;1.325;11.76;22.065;2.5139;398.71
886.84;0;13.247;23.34;0;0;0;6.1019;188.62
286.70;10.731;0.564;3.07;3.340;7.23;3.502;0.0745;8.77
1241.08;39.220;12.972;4.76;1.540;2.38;36.835;4.8009;101.04
282.60;3.192;2.049;8.24;1.365;1.44;1.748;0.2688;444.20
83.61;2.696;0.254;0.83;1.452;0.06;2.639;0.0258;43.73
271.81;12.932;0.104;2.63;0.100;0.01;12.919;0.0593;95.58
147.57;5.104;0.104;3.19;0;0;5.104;0.0711;116.78
101.93;3.471;0.096;2.21;0;0;3.471;0.0470;77.25
352.08;2.806;3.051;10.95;0.562;1.43;1.371;1.5948;1082.48
351.85;2.802;3.038;10.97;0.564;1.44;1.362;0.8268;1061.46
592.87;11.664;8.214;3.34;3.630;7.86;3.806;0.5805;9.53
467.62;5.668;8.410;2.42;2.471;1.05;4.613;0.5911;21.91
587.00;12.003;8.618;1.59;3.460;6.91;5.096;0.6042;20.09
768.21;6.794;11.495;13.15;0.401;5.41;1.389;5.8713;1439.72
817.04;6.735;12.883;13.06;0.401;5.41;1.329;2.4225;1327.16
988.49;0.028;15.756;23.83;0;0;0.028;3.4576;1485.61
663.25;0;5.452;27.15;0;0;0;1.5287;1614.93
157.10;4.7;0.5;3.3;0;0;4.700;0.3135;110.20
1066.89;10.998;17.444;13.53;0.560;10.19;0.811;5.2356;1086.61
863.86;24.104;9.303;5.05;1.561;20.56;3.546;4.2242;1215.93
1187.61;20.661;14.669;16.81;0.990;19.46;1.206;7.9435;798.97
148.36;2.010;0;0;0;0;2.010;0;17.84
546.78;18.175;4.888;2.27;1.170;17.43;0.749;3.1161;667.85
1200.01;0;20.845;25.22;0;0;0;9.3717;1607.03
1458.99;0.028;29.249;22.14;0;0;0.028;10.3324;1478.69
808.32;0;7.606;30.99;0;0;0;2.2572;1564.68
1115.65;0.028;17.644;27.20;0;0;0.028;4.0961;1441.57
421.16;9.663;3.272;7.66;0.660;9.32;0.346;1.1884;521.17
59.51;3.360;0.060;0.01;0;0.02;3.340;0.0015;2.66
3700.00;0;100;0;0;0;0;59.6000;0
2331.99;53;35;7.6;0.8;4;49;20.8702;254.80
1477.33;0.736;39.504;0.18;0;0.55;0.182;11.7680;1157.11
493.99;0.264;8.131;11.10;0;0;0.264;2.1204;247.59
1339.88;0;23.871;26.86;0;0;0;10.5578;1596.99
754.49;2.087;14.356;9.94;0.799;0.29;1.792;5.7512;819.50
1482.81;0;29.237;23.59;0;0;0;6.6589;202.33
993.22;0;15.141;25.47;0;0;0;2.1907;122.91
659.04;2.090;12.162;9.10;0.801;0.30;1.794;5.3237;666.56
601.30;0;8.9;16;0;0;0;1.9810;157.72
1466.20;70;1.100;11.50;5;63.20;0.400;0.1526;7.64
788.93;31.674;3.888;5.21;2.262;28.60;0.181;0.2918;451.09
190.70;4.800;1.500;3.00;0;0;4.800;1.0492;104.47
141.62;4.900;0.100;3.06;0;0;4.900;0.0683;112.11
125.56;3.600;0.100;2.88;0;0;3.600;0.0683;142.69
190.23;11.027;0.023;0.05;0.067;0.01;11.016;0.0021;2.97
315.61;18.311;0.001;0.10;0.032;1.85;16.463;0.0024;2.65
88.50;1.200;0.5;2.12;1.500;0.8;0.400;0.0300;8.15
535.46;13.818;5.908;4.36;0.984;13.18;0.642;0.6724;449.93
236.52;6.371;0.482;4.21;4.454;5.17;1.201;0.0798;240.00
634.05;13.617;6.504;8.98;0.978;11.44;2.176;2.9088;528.29
703.86;0.011;9.021;21.76;0;0;0.011;3.2069;1102.20
1373.83;1.140;28.750;17.10;0;0;1.140;15.1480;2517.42
139.64;5.673;0.204;0.64;2.602;0.20;5.469;0.0344;65.00
796.00;37.247;1.445;4.24;4.116;36.01;1.242;0.2718;639.03
1300.69;46.017;10.103;7.54;1.948;36.35;9.670;3.1770;413.17
1168.10;26;4.3;15;39;23;3;0.5883;2.55
478.15;12.003;6.013;2.45;1.112;11.13;0.869;0.4923;948.73
1112.90;0;20.9;18.6;0;0;0;12.7420;550.37
710.39;11.884;10.892;5.92;0.581;11.45;0.438;2.5596;829.27
474.98;18.891;1.873;4.13;1.702;17.42;1.470;0.3900;512.49
385.76;12.360;2.472;3.50;2.577;9.98;2.376;0.2189;426.52
555.85;4.156;6.018;15.35;0.194;4.03;0.122;1.3479;1166.87
399.13;8.417;3.208;7.61;0.490;6.44;1.978;1.0098;498.97
338.14;7.178;2.458;6.93;0.511;6.72;0.457;0.6082;607.39
671.43;7.260;8.055;13.73;1.635;3.12;4.141;1.3592;660.76
706.85;5.910;7.940;18.19;0.388;5.42;0.489;2.8458;856.39
614.42;8.576;7.388;11.00;1.038;5.80;2.775;2.1522;688.12
610.37;1.182;7.654;17.12;0.043;0.00;1.180;3.9547;788.43
695.36;0.024;6.224;27.21;0;0;0.024;2.1661;1155.31
660.14;15.019;6.243;9.62;1.078;12.62;2.400;2.7799;593.05
827.55;6.609;10.731;18.08;0.444;5.33;1.280;5.6766;956.68
1154.81;44.241;6.828;7.69;2.223;41.20;3.043;1.6045;717.80
716.14;5.987;8.383;17.67;0.444;5.33;0.657;1.7499;891.54
804.93;2.117;12.280;18.46;0.093;1.94;0.179;2.8247;1165.60
540.20;13.439;5.181;6.01;1.732;9.22;4.217;1.8745;523.48
315.81;6.400;3.668;3.36;1.360;3.51;2.893;2.1732;260.65
174.48;4.332;1.757;1.36;1.273;2.56;1.773;0.2874;1201.10
472.89;12.730;4.852;3.14;1.024;10.71;2.024;3.0119;681.49
417.59;11.952;4.046;2.93;1.002;10.48;1.471;1.8174;699.82
425.08;7.502;4.581;7.34;0.388;7.14;0.366;1.4020;1065.23
480.63;7.402;6.349;6.87;0.383;7.04;0.361;2.3124;1060.62
438.58;8.995;3.807;8.10;0.729;6.46;2.539;1.4340;861.68
439.16;10.048;6.051;1.90;0.883;8.39;1.653;2.3360;563.98
411.42;9.289;3.430;6.96;0.604;8.63;0.656;1.1437;787.46
779.49;22.329;6.370;11.15;1.398;19.24;3.086;1.8093;1066.71
1054.31;5.394;18.848;15.43;0.353;4.93;0.460;6.5853;847.72
755.44;0.055;8.917;24.97;0;0;0.055;5.0257;1357.53
961.37;10.805;10.882;21.82;0.510;10.60;0.201;1.7810;840.18
913.47;10.864;9.521;21.91;0.510;10.60;0.259;5.1642;950.60
684.20;5.741;7.925;17.06;0.388;5.24;0.496;2.7727;820.62
406.76;2.165;4.029;12.90;0.173;1.90;0.269;1.1510;552.68
211.22;8.842;0.505;1.67;1.730;8.64;0.197;0.0779;351.93
728.56;25.880;4.756;5.28;2.613;21.71;4.170;2.8937;710.52
197.16;5.753;1.742;0.98;1.953;2.11;3.644;0.2462;468.45
343.39;5.482;2.245;7.78;4.036;4.92;0.558;0.8670;666.21
735.08;33.587;3.471;1.06;1.579;4.21;29.376;0.6423;31.13
200.18;7.309;0.913;1.79;1.473;7.15;0.155;0.1582;479.15
2220.00;0;60;0;0;0;0;10.3250;900.08
126.38;2.373;0.229;3.150;3;0.766;1.607;0.05;12.77
194.43;3.651;0.353;4.85;4.615;1.18;2.472;0.0769;19.65
2076.50;56.356;25.070;9.51;3.650;4.50;51.856;10.6405;344.36
284.12;7.684;3.454;1.30;0.320;0.74;6.885;1.2998;54.02
186.77;10.245;0.112;0.17;0;0;10.245;0.0222;9.50
1501.21;73.600;1.810;9.28;3.160;70.70;2.900;0.2000;10.55
438.50;21.735;0.615;2.17;1.179;21.14;0.578;0.0987;12.96
516.39;15.839;2.943;7.62;1.058;14.38;1.456;0.5593;597.51
1457.22;80.610;0.55;2.5;3;75.41;5.200;0.1800;1274.00
446.07;18.836;2.087;2.66;0.185;8.11;10.724;1.3780;480.82
151.15;8.891;0;0;0;0;8.891;0;10.19
271.57;12.041;0.408;0.51;4.592;6.33;5.714;0.0206;2.08
138.31;4.600;0.380;1.25;3.100;1.00;3.600;0.0809;17.07
381.32;0;1.136;19.95;0;0;0;0.1769;115.82
365.45;0;2.045;17.05;0;0;0;0.4023;156.35
365.02;0;0.859;19.60;0;0;0;0.1330;167.93
95.16;5.297;0.029;0;0.163;0.02;5.278;0.0016;2.94
593.01;0;2.337;29.80;0;0;0;0.6927;100.73
1546.30;86;0.1;4.6;0.3;26;60.000;0.1000;407.68
1570.44;63.175;11.336;3.88;1.085;9.27;49.777;3.8045;859.49
1904.50;50.417;25.788;4.88;1.277;34.57;15.843;14.7485;634.12
1904.25;50.402;25.788;4.88;1.277;34.57;15.827;14.7485;634.12
1930.79;61.175;21.780;6.22;1.601;24.75;36.420;11.4687;666.65
1849.94;71.086;14.993;4.48;1.330;37.66;33.422;6.3899;1078.85
1929.05;61.932;20.015;6.39;3.376;33.30;27.083;5.6859;1028.40
1928.19;65.422;20.460;2.97;1.023;26.31;39.116;8.3000;129.33
1662.74;68.952;8.894;8.30;2.536;49.88;19.077;4.8021;426.48
1581.73;68.323;7.069;8.15;2.518;49.53;18.797;1.8967;914.55
1606.10;68.511;7.566;8.31;2.518;49.53;18.985;3.5293;1102.51
1516.58;62.946;6.316;10.48;4.332;59.80;3.142;2.1685;1018.54
1525.21;63.123;6.400;10.62;4.332;59.80;3.319;2.7470;1075.10
1536.19;64.747;6.240;10.40;3.468;61.51;3.242;2.1847;1021.60
1850.64;57.850;18.739;8.97;2.660;55.33;1.476;10.5925;2253.40
1779.83;68.258;11.217;10.43;3.387;62.25;6.011;4.2571;1404.01
1506.94;64.340;2.310;11.19;17.185;62.16;2.183;0.2846;1044.44
1456.30;56.264;2.847;12.46;23;53.84;2.427;0.3647;1406.71
1619.86;88.330;0.520;5.00;1.755;48.16;40.165;0.0084;1159.43
1436.28;62.280;2.335;12.42;10;57.92;4.356;0.3002;298.24
1725.95;75.573;5.237;10.64;8.327;52.83;22.744;0.8462;1109.24
1616.46;75.057;4.501;8.12;4.499;43.65;30.361;0.8270;3.40
1659.99;81.119;3.843;6.90;3.797;63;18.214;0.6665;3.77
1692.57;79.344;6.061;5.64;2.952;40.99;38.358;1.4711;12.84
1518.16;75.733;1.360;10.0;3.687;52.12;23.611;0.2227;2019.37
1497.86;65.739;2.402;11.25;12.514;44.38;21.359;0.3182;1689.60
1600.70;85.630;1.225;6.78;0.886;75.9;9.730;0.2625;1492.66
1552.17;61.074;7.644;9.23;9.276;48.24;12.832;0.6823;96.76
1471.50;65.943;2.894;9.88;8.659;55.75;10.190;0.4360;437.88
1071.11;46.603;2.814;8.53;3.727;45.71;0.892;0.6566;1191.04
877.83;39.982;1.842;5.89;3.577;39.17;0.686;0.5173;1193.90
1196.21;51.831;3.538;9.56;2.588;50.98;0.849;1.4039;1267.02
1173.59;53.464;2.577;8.70;2.679;52.59;0.879;0.7741;1195.16
1110.39;49.527;2.687;8.14;3.534;46.15;3.185;0.8119;1209.21
1112.03;49.383;2.745;8.45;3.354;46.26;3.119;0.7953;1204.93
1199.80;51.728;3.690;9.54;2.583;50.88;0.848;1.4706;1265.51
1071.11;46.603;2.814;8.53;3.727;45.71;0.892;0.6566;1191.04
1168.54;51.895;3.484;8.08;2.497;49.09;2.805;1.5834;1125.49
1200.79;51.197;3.786;9.16;4.324;50.18;1.020;1.1649;1102.28
1180.86;51.546;3.282;8.43;4.979;50.61;0.938;0.9806;1099.80
1137.55;49.656;2.835;8.89;4.673;48.47;1.185;0.8091;1195.11
1164.40;51.669;2.751;8.96;3.988;50.57;1.095;0.7997;1195.11
1111.11;49.132;2.695;8.17;4.668;48.21;0.920;0.7869;1195.11
973.14;46.412;1.012;6.91;3.080;44.87;1.064;0.1909;1295.12
959.77;44.854;1.239;7.11;3.808;44.06;0.790;0.1760;1087.89
936.22;45.317;0.900;5.99;3.260;43.97;0.872;0.1870;1295.12
1145.76;51.352;2.575;7.82;5.191;49.90;1.133;0.8123;1205.48
1198.07;49.471;4.472;9.47;3.814;48.12;1.353;0.9456;1251.90
1120.64;45.830;4.420;8.52;4.135;44.83;1.000;0.9666;1075.53
1216.26;50.323;4.463;9.38;4.526;48.92;1.403;0.9432;1251.90
1085.60;47.219;2.817;7.75;5.864;46.16;1.057;0.8494;998.89
1038.42;49.899;0.972;6.44;5.208;41.14;8.436;0.1617;1205.60
1181.56;52.517;2.936;7.99;5.540;44.31;8.207;0.8653;1013.30
1119.64;50.078;1.559;8.28;8.727;45.46;4.616;0.1915;1191.05
1882.47;77.183;7.438;14.04;7.055;69.17;8.011;2.4565;1481.63
1728.83;70.432;6.295;13.65;8.315;63.20;7.231;1.9749;1433.47
1290.24;56.432;1.837;9.22;13.274;54.64;1.796;0.2232;1481.71
1551.30;65.487;6.279;10.44;3.515;62.35;3.141;2.1827;1032.48
125.56;3.600;0.100;2.88;0;0;3.600;0.0683;142.69
1459.17;70.280;1.65;8.48;7.4;69.64;0.64;0.2130;7.64
1587.11;83.850;1.39;5.59;1.9;83.21;0.64;0.1670;2.55
1095.71;0;17.143;27.14;0;0;0;8.1573;211.11
1558.00;34.600;8.8;34.6;7;1.9;32.7;1.2624;1324.96
275.09;7.698;0.920;6.03;0.659;0.18;7.519;0.1808;226.36
948.07;0;0.780;0.50;0;0;0;0;2.42
2327.58;0.006;52.034;23.66;0;0;0.006;17.3361;1240.89
546.27;17.032;3.514;7.01;0.701;14.58;2.449;1.3500;511.59
470.58;8.881;5.023;7.57;0.468;6.36;2.517;1.8455;650.54
322.18;12.226;1.341;2.88;1.633;7.91;4.316;0.5070;442.01
261.90;4.022;3.377;2.73;0.474;3.36;0.663;1.3082;669.70
590.02;2.124;10.156;10.37;0.208;1.74;0.384;3.2817;598.21
567.93;0.008;6.057;20.22;0;0;0.008;1.2782;943.31
1032.74;8.996;18.609;11.17;0.172;7.82;1.175;7.2008;1994.15
368.78;12.646;2.046;3.99;0.953;7.80;4.844;1.2804;594.51
389.94;15.235;1.619;3.88;0.315;10.31;4.928;1.0747;108.16
373.28;13.614;1.182;4.92;1.502;8.83;4.780;0.2534;568.60
463.92;15.196;3.640;3.87;0.314;10.28;4.915;2.2653;365.26
253.75;1.725;2.315;7.66;0.781;0.03;1.695;0.4493;308.00
176.14;1.725;1.202;5.52;0.781;0.03;1.695;0.2791;135.92
247.60;2.725;4.073;1.80;1.151;0.93;1.795;2.4920;1668.79
941.68;8.282;16.366;11.03;0.840;7.55;0.735;3.4140;786.14
987.20;14.740;13.459;13.25;1.418;13.56;1.182;4.0829;1156.93
977.89;22.549;10.816;10.33;1.844;21.13;1.414;2.5779;1187.38
822.77;22.977;8.517;5.53;2.594;20.45;2.497;1.9434;1030.51
847.05;14.638;10.228;11.27;3.312;12.90;1.743;1.8438;996.07
1430.15;84.126;0;0;0;0;84.126;0;0.61
1411.51;45.405;13.747;6.80;1.917;36.32;9.081;1.0519;263.46
190.40;7.705;0.711;1.34;1.191;5.71;1.995;0.1244;3.12
709.85;17.804;9.526;2.59;0.865;17.38;0.426;1.8555;815.74
704.50;1.534;10.221;16.74;0.188;0;1.534;4.6176;837.09
386.61;10.247;2.021;7.29;1.543;7.19;3.054;0.7470;606.37
461.23;7.920;3.914;10.45;0.382;5.76;2.161;1.4142;1137.03
691.82;4.827;11.730;9.61;0.170;1.69;3.142;7.0117;1129.77
924.25;0.002;15.640;20.32;0;0;0.002;3.0054;1197.08
297.07;13.024;0.038;4.25;0.258;2.28;10.747;0;109.09
1264.80;45.782;9.378;7.19;2.157;45.02;0.759;1.7492;234.10
1587.11;83.850;1.390;5.59;1.900;83.21;0.640;0.1670;2.55
676.32;16.206;6.448;8.52;2.172;15.78;0.430;1.1622;1716.95
689.39;20.742;6.363;5.43;1.131;19.36;1.384;1.2419;1063.82
1634.07;63.877;7.080;12.600;9;63.000;0.877;1.2599;2.55
595.72;15.005;5.302;7.55;1.977;13.64;1.363;2.0566;485.25
1509.50;66.000;2.5;15;5;65;1;0.4134;7.64
114.07;6.650;0;0.06;0;0;6.650;0;129.95
519.02;19.172;3.213;4.02;0.484;4.50;14.674;0.5984;109.29
813.42;14.018;11.115;9.00;1.103;12.69;1.314;2.4844;356.09
594.38;0.007;6.019;21.86;0;0;0.007;1.3140;1101.69
531.12;15.393;2.114;10.62;0.336;11.00;4.396;0.5258;289.79
644.25;16.921;4.726;9.72;0.971;12.09;4.833;0.8891;1154.33
572.99;19.981;3.915;4.02;2.300;17.10;1.192;0.5027;920.71
993.45;11.245;15.829;12.340;0.855;10.84;0.652;4.9143;1424.56
1471.15;36.848;19.885;5.63;1.563;27.45;9.402;7.4145;489.19
168.72;1.960;2.000;3.00;1.3;0.91;1.050;0.2980;63.70
163.92;6.183;1.00;1.00;0.6;3.18;3.008;0.1024;25.48
237.10;9.306;1.5;1.00;0.8;5.29;4.014;0.1592;127.40
171.42;7.183;0.7;1.00;0.8;3.18;4.008;0.0852;127.40
198.50;9.4;1.000;0.10;0;4.917;4.077;0.1400;76.44
232.44;8.286;0.570;2.77;2.717;4.72;3.566;0.0837;17.81
407.48;20.94;0.10;1.40;3.0;16.14;4.8;0.0250;35.67
193.90;7.595;0.329;2.12;2.482;3.25;4.340;0.0558;513.12
564.57;9.524;8.693;3.19;3.124;5.43;4.098;0.6244;20.47
520.28;8.730;8.416;2.44;2.853;3.74;4.989;0.5923;589.79
248.35;9.972;0.430;2.20;2.659;5.86;4.109;0.0644;25.94
582.86;11.462;8.532;2.52;3.056;6.74;4.723;0.6022;29.82
1565.92;69.495;4.135;10.87;5.850;68.90;0.595;0.7770;7.64
1692.71;43.926;22.358;6.14;1.687;16.13;27.791;8.3413;420.33
338.65;16.830;0.05;1.57;3;12.65;4.180;0.0190;140.14
1.87;0;0;0.11;0;0;0;0;20.38
443.50;4.675;4.133;11.70;1.415;2.70;1.971;0.7324;640.24
977.91;5.173;17.867;12.66;1.582;2.99;2.186;3.3824;657.23
299.39;14.430;0.113;1.82;1.070;13.41;1.020;0.0248;3.24
463.31;11.253;6.052;1.97;0.804;10.07;1.180;2.3366;563.21
960.44;8.366;17.306;10.39;0.160;7.27;1.093;6.6967;1854.56
840.22;0.016;11.305;24.81;0;0;0.016;3.8525;1450.79
773.29;0;12.85;17.52;0;0;0;3.5360;186.00
504.47;0;3.54;21.97;0;0;0;0.9300;206.39
795.37;1.129;14.054;15.07;0;0.43;0.699;3.2127;1146.27
1136.24;1.613;20.077;21.53;0;0.61;0.999;4.5896;1637.54
820.48;0.400;16.018;13;0;0;0.400;6.0600;2070.87
1045.20;4.264;21.505;10.39;0.056;3.23;1.036;8.4745;1967.97
736.23;7.273;12.007;9.85;0.116;6.70;0.575;4.3909;2009.41
722.69;1.618;11.353;16.18;0.015;0.00;1.615;1.2696;1525.10
795.89;0.200;14.504;10.27;0;0;0.200;5.4988;1767.62
986.53;1.265;17.682;12.47;0;0;1.265;7.1200;1773.17
805.88;20.625;6.514;12.38;0.466;20.47;0.159;1.2335;1665.79
655.44;21.697;1.656;13.02;0.491;21.54;0.154;0.2953;1720.28
983.06;7.394;15.915;11.40;0.106;6.09;1.301;6.4713;1936.48
430.01;7.528;3.144;10.30;0.112;6.46;1.072;1.1231;1099.34
614.33;2.132;9.014;14.37;0.028;1.61;0.518;3.3584;1875.57
1279.11;47.146;8.257;9.00;2.306;45.09;2.052;3.8560;415.12
1019.01;13.271;12.353;19.55;0.490;10.19;3.083;2.4493;1556.42
935.14;12.793;11.485;14.51;5.058;8.06;4.445;1.0207;1177.41
982.53;0.048;15.032;24.95;0.168;0.05;0;5.9096;4334.54
1555.66;0.500;31.574;22.290;0;0;0.500;12.2357;3941.62
581.10;0.300;5;23;0;0;0.300;3.058;2548.00
1007.55;21.700;11.545;11.07;2.911;21.30;0.400;2.7033;1520.87
424.70;3.097;7.971;3.50;1.215;0.09;2.988;2.6430;1143.79
440.77;2.681;6.970;7.44;0.337;1.52;1.163;2.9283;1022.54
232.25;1.722;3.029;4.69;0.821;0.38;1.343;1.3263;921.82
41.48;0.427;0.792;0.27;0.030;0.31;0.116;0.3961;1556.33
1160.04;17.100;17.570;12.53;0.787;16.83;0.268;2.8535;1164.86
975.86;1.162;18.230;11.31;0.008;0.00;1.160;7.0869;2000.18
957.19;7.598;15.830;9.69;0.127;6.86;0.736;6.1720;2000.18
945.22;6.112;17.971;10.33;0.098;5.65;0.463;6.8823;2065.51
697.13;4.281;10.127;11.70;0.067;3.23;1.050;3.7046;1680.05
1012.48;20.290;12.561;7.99;2.324;19.94;0.349;4.7541;1848.45
675.82;8.762;8.984;9.83;0.133;7.67;1.095;2.8854;1662.45
656.52;5.088;9.004;11.52;0.070;4.03;1.053;3.0293;1825.46
749.60;4.603;10.890;12.58;0.072;3.47;1.129;3.9835;1806.50
1130.17;0.822;23.700;14.06;0.024;0.01;0.815;8.9667;2150.73
726.69;9.422;9.660;10.57;0.143;8.24;1.178;3.1026;1787.59
705.94;5.471;9.681;12.39;0.075;4.34;1.132;3.2573;1962.86
1060.79;1.360;19.012;13.41;0;0;1.360;7.6559;1906.63
1057.05;7.950;17.113;12.26;0.114;6.55;1.399;6.9583;2082.24
749.60;4.603;10.890;12.58;0.072;3.47;1.129;3.9835;1806.50
1130.17;0.822;23.700;14.06;0.024;0.01;0.815;8.9667;2150.73
726.69;9.422;9.660;10.57;0.143;8.24;1.178;3.1026;1787.59
1029.24;8.170;17.021;10.42;0.137;7.38;0.792;6.6366;2150.73
1057.05;7.950;17.113;12.26;0.114;6.55;1.399;6.9583;2082.24
1049.32;1.250;19.602;12.16;0.009;0.00;1.247;7.6203;2150.73
705.94;5.471;9.681;12.39;0.075;4.34;1.132;3.2573;1962.86
1060.79;1.360;19.012;13.41;0;0;1.360;7.6559;1906.63
656.52;5.088;9.004;11.52;0.070;4.03;1.053;3.0293;1825.46
1067.16;9.296;19.229;11.54;0.177;8.08;1.214;7.4408;2060.62
1128.12;8.477;21.715;10.55;0.143;8.26;0.213;8.3322;2413.84
1239.70;8.053;25.172;10.02;0.136;7.84;0.213;8.7858;2318.88
457.19;23.561;0.307;2.42;0.507;23.56;0;0.0877;5.59
470.81;23.706;0.558;2.53;0.524;23.66;0.049;0.1893;490.84
435.47;21.474;0.686;2.09;1.193;21.35;0.119;0.1491;6.35
606.18;28.540;1.168;3.18;2.960;28.00;0.540;0.2268;993.70
582.06;29.413;0.561;3.40;2.320;29.28;0.133;0.1152;5.61
390.45;17.326;1.031;2.71;1.458;17.18;0.148;0.1937;487.08
392.32;17.411;1.036;2.72;1.466;17.26;0.149;0.1947;3.83
425.19;19.920;0.330;3.90;1.005;19.77;0.150;0.0550;4.08
423.42;19.920;0.420;3.60;1.005;19.77;0.150;0.0550;4.08
445.80;19.202;1.091;3.84;1.717;19.03;0.174;0.1811;495.57
450.15;20.100;0.750;3.90;1.800;19.11;0.990;0.1200;10.19
452.85;19.800;0.750;4.50;1.500;19.50;0.300;0.1240;4.08
445.36;19.470;0.737;4.43;1.475;19.17;0.295;0.1220;497.08
303.42;12.076;1.647;1.47;0.779;11.61;0.471;0.4592;430.38
346.62;13.031;2.087;2.07;0.779;11.61;1.426;0.4147;447.88
370.58;13.012;2.749;2.06;0.779;11.61;1.407;0.8352;447.88
887.62;0.908;16.725;10.01;0.028;0.01;0.900;6.4586;1664.40
945.73;1.015;19.134;12.89;0;0;1.015;7.7853;1975.81
905.86;18.568;10.283;9.74;5.288;18.06;0.508;3.7190;1725.11
868.58;1.413;16.880;12.92;0.039;0.41;1.007;6.4218;1623.23
615.17;4.028;8.825;10.77;0.092;3.98;0.049;3.3469;1830.12
976.70;8.555;15.897;10.04;0.126;7.26;1.292;6.1600;1923.30
137.69;8.008;0;0.06;0;0;8.008;0;0.74
163.88;7.041;0.204;1.02;2.551;0.10;6.939;0.0451;88.40
123.16;4.694;0.306;1.02;1.837;0.71;3.980;0.0193;10.66
123.81;6.758;0.072;0.26;0;0;6.758;0.0092;8.78
65.19;3.391;0.069;0.16;0.185;0.02;3.370;0.0078;4.74
149.71;8.000;0.087;0.31;0;0;8.000;0.0185;3.47
190.23;11.027;0.023;0.05;0.067;0.01;11.016;0.0021;2.97
837.78;47.730;0.156;0.81;0;0;47.730;0.0269;16.89
146.81;6.154;0.678;0.49;0;0.35;5.808;0.0254;3.69
0;0;0;0;0;0;0;0;0
703.50;0;5;30.5;0;0;0;3.058;1200.11
385.36;2.505;2.000;15.81;0;0;2.505;1.3709;764.40
115.10;3.100;0.100;3.3;0;0;3.100;0.0683;112.11
1284.17;48.732;8.132;8.12;2.025;38.36;10.371;3.8396;414.94
500.62;8.034;6.277;7.45;0.468;6.36;1.670;2.5682;640.85
1088.00;0;17;27;0;0;0;10.226;2548.00
1034.00;1.000;16;25;0;0;1.000;10.32;1783.60
175.79;2.600;0;0;0;0;2.600;0;17.84
181.11;9;0;0.31;0;0;9.000;0;0
359.06;0.852;0.748;18.45;0.100;0;0.852;0.1958;643.33
2144.08;58.590;27.331;7.18;2.217;8.36;50.230;16.0758;759.00
734.76;2.300;15;7.6;0;0;2.300;9.1862;1274.00
951.39;17.53;14.08;5.06;5.8;0;17.530;1.8958;677.77
173.56;4.500;1.000;3.38;0;0;4.500;0.6794;104.47
364.53;11.801;1.727;2.56;0.093;0.03;11.761;1.1446;112.29
47.60;2.800;0;0;0;0;2.800;0;114.66
274.99;13.030;0.106;2.69;0.100;0.01;13.017;0.0607;97.77
359.90;4.400;6;3.1;0;0;4.400;4.1997;99.37
268.24;4.817;3.5;3.2;0;1.32;3.500;2.2220;107.00
342.97;11.940;2.031;2.63;0.259;0.04;11.902;1.1768;114.67
326.34;12.341;1.501;3.27;0.259;0;12.341;1.0016;87.17
300.35;13.436;0.110;3.73;0.172;2;11.436;0.0582;118.06
389.63;1.902;7.645;2.42;3.939;0.12;1.780;1.3571;652.72
1611.60;94.8;0;0;0;79.63;6.640;0;127.40
960.44;8.366;17.306;10.390;0.160;7.27;1.093;6.6967;1854.56
1051.06;0.764;22.041;13.080;0.022;0.01;0.758;8.3391;2000.18
