ENERC;CHOAVL;FAT;PROT;FIBC;STARCH;SUGAR;FASAT;NACL
1119.69;35.138;11.155;4.84;3.415;34.55;0.588;2.0389;1199.74
1042.84;35.618;8.903;4.61;3.7;34;1.618;1.2097;1095.88
1478.00;27.957;22.335;9.72;1.355;0.43;27.531;8.2202;696.09
1837.48;38.195;28.530;7.37;0.875;0;38.195;7.9497;662.81
1286.78;11.824;25.920;6.81;1.273;0;11.824;11.0651;288.09
1538.07;34.540;24.354;2.77;0.265;0.14;34.397;13.1475;87.35
945.43;23.912;12.676;3.62;0.605;7.39;16.518;8.7460;386.07
1124.80;32.083;13.555;4.37;0.394;11.22;20.866;8.5105;400.04
1083.76;27.036;14.405;4.40;2.001;8.25;18.790;8.9149;65.34
1371.62;22.426;24.043;5.46;1.004;21.96;0.465;11.8659;803.50
1206.89;32.279;14.313;6.7;1.777;30.2;2.075;1.4934;823.75
1190.45;32.727;12.550;9.02;2.048;31.00;1.723;1.3180;1013.30
837.88;26.250;7.879;4.82;2.273;24.22;2.034;0.9774;1022.80
1288.00;48.588;8.176;8.35;2.117;40.29;8.296;3.8463;415.15
1300.79;51.142;7.655;7.68;2.108;40.12;11.020;3.7240;400.45
1200.62;52.436;4.017;8.39;2.152;40.83;11.610;1.6941;356.45
1134.31;33.133;11.143;8.33;2.118;30.90;2.232;1.5842;959.84
1218.00;45.724;8.314;6.72;2.354;38.31;7.213;1.1575;791.48
961.21;38.781;1.595;9.58;10;36.2;2.581;0.1940;1087.66
1006.04;44.001;1.347;6.94;11.274;38.69;5.316;0.1501;1185.96
1093.27;45.129;1.792;8.28;14.888;43.15;1.983;0.2126;693.14
815.03;34.990;1.306;5.4;10.009;30.3;4.690;0.1515;696.48
1080.77;45.703;1.462;10.00;9.956;42.11;3.596;0.1830;1087.31
1066.13;45.341;1.342;9.61;10.297;44.16;1.178;0.1615;1185.93
1032.83;38.126;4.613;7.59;10.631;35.62;2.511;0.4416;1187.49
917.76;39.059;1.186;7.29;10.734;38.08;0.982;0.1446;1186.84
970.04;40.991;1.336;6.74;13.660;39.69;1.305;0.1621;1185.79
1083.48;46.218;1.444;9.49;10.036;44.88;1.049;0.2000;1093.84
1149.67;48.963;1.702;7.9;15.001;46.6;2.363;0.2068;1106.93
1164.82;49.898;1.625;8.15;14.738;48.31;1.588;0.1974;890.00
1127.45;47.023;1.895;9.05;13.013;45.35;1.674;0.2385;692.87
947.74;39.455;1.555;7.32;11.868;38.03;1.425;0.1939;1185.90
728.69;29.867;1.293;5.8;9.313;28.6;1.267;0.1574;1018.18
954.36;42.019;1.352;7.07;8.7;34.7;7.319;0.1661;702.85
1047.07;48.117;1.348;6.70;8.149;37.14;10.913;0.1553;890.14
909.78;38.029;1.691;7.1;10;36.7;1.329;0.2038;1107.01
1074.77;49.053;1.344;6.71;9.633;38.20;10.856;0.1578;1201.22
1286.70;45.007;6.721;12.28;8.015;41.17;3.838;0.8632;1190.80
1137.51;42.011;5.894;11.00;2.289;41.77;0.240;1.8673;1356.43
1124.81;40.349;6.397;8.21;7.828;37.35;2.997;0.7572;1100.57
1088.49;42.568;4.904;6.67;8.751;39.07;3.493;0.8620;1190.73
1279.65;44.802;8.024;11.30;3.4;42.8;2.002;1.6772;1043.17
1157.87;43.847;4.034;12;7.4;42.40;1.451;0.3369;712.96
1053.64;45.305;2.413;8.55;6.1;44.91;0.399;0.3856;1087.35
1126.15;51.139;2.236;8.85;2.943;50.85;0.292;0.3579;1186.08
1178.83;43.080;6.952;9.04;4.435;40.87;2.210;0.9992;1192.95
1079.56;49.121;1.775;8.82;3.621;48.73;0.391;0.2719;1185.98
1058.00;50.212;1.012;8.51;2.791;49.93;0.287;0.1314;1284.59
963.96;40.516;2.585;6.54;8.554;37.09;3.428;0.4365;1092.32
1139.66;48.168;3.478;8.22;6.542;44.78;3.387;0.5943;1087.31
1136.78;46.267;3.608;9.30;7.321;43.66;2.606;0.3156;1107.00
1096.18;49.386;2.216;8.39;4.000;47.56;1.822;0.1968;1116.90
1149.98;40.720;5.939;11.11;6.128;38.64;2.076;0.6284;1106.79
1100.76;47.132;3.850;8.00;2.628;46.86;0.269;0.7547;1188.40
1043.51;45.939;2.941;7.72;2.806;43.63;2.314;0.4950;1088.76
1059.83;39.579;3.292;11.37;8.986;36.53;3.047;0.5501;1191.58
1165.26;39.985;7.997;8.58;5.326;37.44;2.542;1.5259;1370.69
1166.64;51.244;2.323;10.02;4.910;46.64;4.607;0.4872;911.90
1059.47;47.020;2.336;8.13;4.428;45.39;1.631;0.2086;990.70
1206.49;49.951;4.146;9.73;4.807;47.77;2.179;0.3810;1098.41
1069.76;48.267;1.815;8.72;4.168;47.74;0.478;0.1878;1089.69
903.01;36.663;2.646;8.84;3.660;35.83;0.829;1.1516;1005.09
902.96;35.467;4.297;5.71;4.986;34.53;0.518;0.8059;1196.49
936.07;37.425;4.207;6;4.7;36.31;0.637;0.3693;1198.47
1146.88;45.536;3.814;10.83;5.933;44.50;1.032;0.5626;1189.28
1108.35;38.935;5.090;9.92;11.186;37.98;0.952;0.8968;1185.57
1049.15;36.466;4.114;12.20;8.7;34.67;1.800;0.4025;1191.70
1149.45;34.778;7.642;12.56;7.753;32.87;1.904;0.9070;1195.40
1216.04;42.757;7.554;11.02;2.395;42.48;0.279;2.7946;1317.48
1122.87;47.922;2.841;7.59;9.265;45.10;2.825;0.4525;1188.28
1026.38;45.986;2.134;8.26;3.048;43.92;2.065;0.3464;1199.50
1167.59;51.139;3.013;9.21;3.763;50.55;0.591;0.4932;1185.94
1177.09;42.996;5.103;10.99;8.811;39.09;3.908;0.5796;1094.73
1171.18;51.825;2.923;8.97;3.697;49.95;1.872;0.4687;891.91
174.60;4.900;0.100;5;0;0;4.900;0.0683;112.11
264.70;4.800;3.500;3.00;0;0;4.800;2.2276;112.11
218.97;4.800;1.980;3.62;0;0;4.800;1.3304;119.59
494.19;11.705;5.592;4.60;0.797;8.51;2.813;2.0302;731.96
530.73;11.716;6.297;5.16;0.665;10.2;1.516;1.8280;709.04
105.92;2.800;0.100;3.06;0;0;2.800;0.0683;112.11
465.37;18.758;2.527;2.79;0.442;2.67;16.085;1.5361;93.28
428.88;17.764;2.186;2.57;0.014;1.67;16.097;1.4577;94.12
882.69;32.083;6.101;5.84;1.537;29.62;2.201;1.0082;1119.01
516.35;18.516;4.070;2.64;0.401;6.33;12.188;2.6961;562.54
595.02;17.931;6.449;2.69;0.351;3.53;14.403;4.2924;569.77
618.83;17.896;4.488;8.26;0.838;16.48;1.421;1.7047;865.42
641.82;16.699;8.135;3.02;0.454;3.09;13.608;5.1916;582.22
605.61;17.376;4.429;8.32;0.604;14.00;3.381;2.0489;908.90
496.69;17.072;4.000;3.10;0.456;1.88;12.049;2.6142;615.90
259.37;9.488;1.645;1.17;1.225;1.39;8.101;0.9637;328.95
516.53;17.482;4.154;3.33;0.532;1.49;15.995;2.7189;95.49
400.63;11.209;3.088;5.03;0.983;2.42;8.793;1.5621;132.82
1143.00;45.282;5.255;8.34;7.0;41.16;4.119;0.9138;1161.69
357.55;12.515;1.826;3.64;1.838;2.65;9.865;0.2885;102.01
761.73;18.476;8.906;6.4;0.9;10.28;8.191;0.9992;828.18
645.48;18.167;6.952;4.51;0.341;12.16;6.010;1.3766;951.11
387.82;13.139;2.390;3.62;1.803;1.85;11.285;0.6497;502.04
371.16;13.138;2.228;3.04;1.709;1.85;11.290;0.6739;501.02
495.83;18.139;2.623;5.10;0.400;9.94;8.203;1.1503;1000.95
323.63;12.095;1.506;3.04;1.328;1.69;10.405;0.2410;493.76
426.97;15.306;2.706;3.80;0;1.72;13.586;0.2707;606.10
499.16;18.382;3.315;3.46;0.381;3.57;14.810;0.5077;123.87
487.23;18.552;2.689;3.85;0.608;3.66;14.892;0.3786;92.38
402.76;11.462;3.111;4.61;1.486;4.66;6.804;1.6491;126.24
398.51;10.956;3.065;5.45;0.480;0.17;10.782;1.4750;139.40
961.68;13.383;13.217;14.05;0.793;11.70;1.682;4.5307;1384.96
485.02;19.539;2.776;2.62;0.359;6.02;13.523;1.8360;565.90
395.66;17.068;1.486;2.66;0.405;6.39;10.676;0.9318;558.95
265.46;13.185;0.478;0.91;0.847;4.81;8.374;0.0802;497.74
392.01;13.968;2.359;3.83;0;2.58;11.388;1.5333;634.02
428.30;13.859;3.408;3.60;0.381;1.85;12.007;0.5168;129.37
367.61;13.559;2.058;3.45;0;0;13.559;1.4122;108.66
329.60;12.169;1.497;3.82;0;0;12.169;1.0382;124.55
370.86;16.685;0.900;2.87;0.355;2.62;14.063;0.5648;108.96
363.74;16.601;0.900;2.69;0.021;2.50;14.100;0.6217;107.27
500.01;9.550;6.622;4.97;0.520;7.75;1.802;2.8081;792.68
254.16;4.859;0.354;8.42;0.315;1.82;3.042;0.0952;184.00
803.42;9.265;10.067;15.81;0.587;8.16;1.109;3.6325;1186.74
511.50;4.142;9.984;4.05;0;0.43;3.712;7.0009;141.98
735.34;14.880;8.163;10.25;0.708;13.43;1.447;2.3117;1172.22
967.94;9.238;14.926;15.04;0.375;7.57;1.671;4.9507;1188.56
907.07;4.677;14.411;16.84;0.819;2.96;1.585;5.3333;1278.19
1068.73;4.481;26.001;1.74;0;0.86;3.621;8.1175;137.73
805.42;17.320;11.000;3.94;0;0;17.320;7.2852;112.11
768.42;17.320;11.000;3.94;0;0;17.320;7.2852;112.11
1131.60;38.489;10.546;4.68;0.931;12.40;26.092;5.3698;271.09
588.79;21.040;4.495;3.47;0;0.40;17.984;3.1813;111.43
876.49;30.344;7.652;3.5;0.435;0.59;28.935;4.8208;87.01
1101.12;50.206;4.959;3.17;0.804;27.36;23.152;2.0533;458.78
1075.86;49.477;4.669;3.01;0.833;25.76;24.009;1.9315;436.56
1441.40;46.693;15.398;3.12;2.781;21.88;24.813;6.0720;497.31
1380.17;60.950;8.828;0.69;0.713;49.68;10.631;0.5721;418.13
1240.08;47.117;9.303;3.29;4.868;37.86;8.617;0.6671;421.50
1366.94;59.982;8.940;0.82;0.311;49.88;9.938;0.6419;428.33
1230.45;46.094;9.539;3.41;4.484;38.02;7.913;0.7424;431.17
1421.12;61.664;9.175;1.59;0.705;49.08;11.953;0.8824;443.88
1232.99;48.446;8.044;4.25;4.851;37.73;10.081;3.2643;531.71
1102.97;36.408;11.258;2.52;1.845;17.32;19.500;4.3830;383.71
1059.95;32.678;11.420;2.54;3.542;15.69;16.985;4.4014;339.42
991.91;43.215;4.995;3.17;1.559;26.45;17.069;2.0031;418.75
925.72;37.441;5.246;3.20;4.186;23.93;13.175;2.0317;350.18
946.84;33.174;8.968;1.86;1.718;14.14;19.123;3.5557;312.99
852.01;28.172;8.505;3.01;0.379;0.17;28.007;5.3333;118.55
541.26;28.696;0.363;0.80;1.702;0.19;28.502;0.0151;10.49
780.08;10.833;9.477;14.12;0.610;10.06;0.741;2.2515;1153.46
963.83;12.257;14.102;13.47;0.546;11.73;0.531;2.5260;1000.59
1102.79;37.841;10.966;2.83;0.698;14.81;21.416;4.7978;345.14
956.22;11.419;13.771;14.52;0.683;9.85;1.542;2.5510;1355.76
879.75;33.450;7.995;0.77;0.281;9.97;23.394;2.7706;238.75
706.49;30.173;3.790;2.73;0;0.80;26.677;2.6446;109.63
1250.21;28.301;18.514;4.72;0.336;0;28.301;11.2792;135.78
967.58;31.298;10.328;3.00;0.125;0;28.683;6.3900;326.40
467.89;14.004;2.902;6.52;0.160;1.32;12.687;1.9558;163.65
282.55;3.541;5.210;1.44;0.637;1.93;1.611;0.4095;52.15
391.88;5.999;6.994;1.36;1.000;5.88;0.119;0.4850;150.30
680.99;22.680;7.000;1.82;0.690;22.56;0.120;0.7697;154.11
233.97;9.275;1.380;1.03;0.962;9.10;0.175;0.1575;83.06
116.67;2.161;1.210;1.78;0.613;0.63;1.528;0.1699;151.51
351.32;10.890;2.360;4.07;0.705;10.14;0.747;0.7609;784.16
1053.71;27.793;14.554;2.16;0.545;3.00;24.274;8.8185;155.41
733.34;20.358;5.724;9.09;2.610;19.55;0.813;0.3736;1656.05
327.17;13.837;1.094;2.07;1.874;8.77;5.062;0.1915;380.61
325.75;13.815;1.109;2.09;1.706;8.91;4.903;0.1927;380.61
644.25;12.141;7.271;9.37;0.938;8.95;3.188;3.3261;662.25
697.20;12.100;8.968;8.84;0.934;8.92;3.177;3.8762;652.97
515.54;12.141;3.842;9.26;0.938;8.95;3.188;1.8478;660.49
485.37;12.311;2.802;9.57;0.951;9.08;3.233;1.1323;675.96
651.66;12.066;7.422;9.43;1.212;8.88;3.188;3.3397;662.25
378.07;13.219;2.693;2.86;0.613;12.59;0.618;1.4888;819.55
370.48;12.541;2.721;3.03;0.619;10.49;2.054;1.5501;848.94
416.87;14.678;2.946;3.14;0.596;12.31;2.310;1.6786;837.78
624.70;12.100;6.817;9.25;0.934;8.92;3.177;2.6369;669.60
347.80;14.515;1.503;2.40;0.584;11.32;3.162;0.8127;1027.90
529.66;8.754;6.717;7.60;0.315;7.75;0.994;2.9547;910.73
444.12;7.663;4.045;9.32;0.563;5.35;2.316;1.2447;971.85
459.19;8.481;4.963;7.33;0.687;6.06;2.422;1.7875;625.95
496.01;9.010;5.618;7.75;0.324;7.98;1.023;2.0098;942.46
356.53;8.817;1.429;8.86;0.317;7.81;1.002;0.5114;895.39
365.96;11.105;0.987;7.18;2.246;9.11;1.991;0.3192;824.95
553.80;6.870;7.418;9.06;0.995;6.29;0.580;3.2292;806.18
516.49;7.097;6.197;9.28;1.028;6.50;0.599;2.1685;838.65
358.52;6.925;1.455;10.50;1.003;6.34;0.584;0.4729;788.03
368.99;9.593;0.957;8.53;3.131;7.88;1.717;0.2592;714.72
584.24;9.663;7.841;7.31;0.660;9.32;0.346;2.9975;516.50
616.02;9.663;7.750;9.38;0.660;9.32;0.346;3.1350;694.32
284.98;2.041;2.023;10.21;0.200;1.68;0.365;0.5613;557.32
1006.13;44.416;4.972;3.07;1.462;27.24;17.257;2.0537;431.27
909.67;30.144;9.100;1.88;3.096;12.82;17.080;3.5707;277.01
936.22;38.477;5.230;3.11;4.164;24.65;13.251;2.0831;360.74
725.86;23.771;5.559;5.80;0.840;9.11;14.762;2.8332;265.59
702.44;21.781;5.646;5.81;1.745;8.25;13.420;2.8431;241.96
1118.46;32.960;12.288;5.05;0.717;15.33;17.995;5.2736;418.68
1076.34;29.659;12.432;5.07;2.219;13.89;15.768;5.2900;379.48
1594.81;78.690;2.676;7.53;8;60.24;18.446;0.4992;403.05
1540.19;75.779;1.499;9.3;4.8;63.91;11.873;0.2679;996.59
1533.62;77.643;1.076;9.35;1.837;51.09;26.552;0.2122;1010.39
334.12;11.779;2.003;3.32;0.094;0.47;11.307;1.3197;111.04
516.35;10.489;8.334;1.25;1.110;2.43;8.057;0.8820;1077.89
1602.79;82.584;2.595;5.26;1.667;47.60;34.981;1.1270;753.94
1798.63;60.366;15.537;7.82;7.924;33.26;26.553;5.3205;498.69
547.98;6.154;11.246;1.14;1.314;0;6.154;1.3462;492.53
186.66;6.995;0.117;3.48;0.149;0.55;6.443;0.0636;116.41
1804.90;62.972;15.018;7.85;5.621;38.17;24.805;5.9654;509.60
309.54;6.265;4.734;1.15;1.269;0;6.265;0.3596;1232.40
1581.78;83.169;1.760;4.70;2.853;47.60;34.521;0.5404;501.81
1407.64;64.712;2.140;8.67;8.995;46.49;18.221;0.3026;453.90
340.16;8.724;4.431;0.58;1.514;0.14;8.589;0.2641;220.46
1727.58;59.515;13.470;9.51;6.895;38.47;21.044;3.5644;469.48
1445.75;61.886;3.405;10.15;11.886;57.14;4.745;0.5335;988.61
698.30;8.090;13.633;2.74;0.974;3.67;4.418;1.5033;668.62
1533.33;64.814;5.341;9.94;8.114;44.13;20.688;2.2602;1731.97
1558.20;69.781;4.781;8.88;5.514;40.84;28.941;0.9446;2002.49
779.25;8.871;15.404;2.82;1.065;5.68;3.194;1.9108;809.12
169.31;6.064;0.137;3.31;0.198;0.22;5.847;0.0733;122.93
1499.22;76.540;1.453;6.95;3.270;69.73;6.285;0.1918;1235.78
435.42;8.428;6.048;3.36;1.145;4.81;3.619;0.5795;1249.37
1615.10;60.772;8.626;11.58;8.246;52.26;7.722;1.4971;496.96
356.72;13.021;2.029;3.39;0.047;0.45;12.570;1.3258;103.46
342.68;11.939;2.031;2.63;0.259;0.04;11.902;1.1768;114.67
1144.31;11.691;18.765;14.38;0.748;11.34;0.354;6.5246;1371.33
1683.90;73.355;7.696;6.78;4.597;36.61;36.747;3.3734;530.71
264.70;4.800;3.500;3.00;0;0;4.800;2.2276;112.11
975.24;12.549;13.807;14.36;0.843;12.11;0.442;4.7062;1385.73
1610.86;76.375;4.330;6.53;5.153;40.79;35.585;1.6881;503.56
1045.71;19.951;14.053;12.23;1.218;16.52;3.436;4.0200;1319.47
1544.97;70.080;3.712;8.98;7.9;49.19;20.894;0.6247;920.70
1085.25;18.097;15.474;13.16;1.095;14.85;3.245;5.2913;1413.04
1127.74;25.169;15.417;8.64;1.575;23.91;1.255;1.2414;1041.90
1538.41;72.231;1.789;9.43;10.5;63.46;8.772;0.2861;718.08
800.97;9.285;10.921;13.85;0.458;8.07;1.211;3.7525;1189.87
1979.15;2.755;51.804;0.56;0.487;1.61;1.141;3.0253;896.13
980.67;25.357;9.329;13.46;2.006;21.61;3.742;3.6318;1206.49
1034.83;22.570;11.561;14.40;1.772;19.09;3.477;5.1719;1325.61
1130.49;29.389;12.552;11.11;1.475;28.39;1.003;1.9747;877.43
1015.77;18.130;13.434;13.35;1.821;16.40;1.732;4.8055;975.78
1016.65;19.570;12.295;13.22;0.532;19.02;0.552;2.3945;1233.13
1078.14;29.892;9.688;11.65;1.673;28.92;0.969;2.6217;1019.76
1153.61;33.354;11.238;9.26;1.664;31.84;1.513;3.0598;1323.06
1077.62;24.380;12.982;9.97;1.500;22.32;1.996;3.1730;1082.55
1059.34;32.336;7.771;12.29;1.635;30.38;1.954;2.1532;1144.25
1005.73;34.393;6.570;9.27;2.529;31.50;2.896;1.9406;1042.49
988.60;24.446;10.914;9.26;1.393;22.18;2.270;3.8149;1001.65
1044.81;28.136;10.721;9.25;1.473;25.70;2.436;3.8568;1204.39
1014.49;24.541;10.725;11.19;1.307;22.11;2.432;3.1943;870.79
945.55;27.021;8.796;8.78;1.360;25.09;1.930;1.9875;1155.00
934.83;27.906;9.009;6.76;1.424;25.43;2.478;2.5508;1290.57
792.45;8.796;12.856;7.91;3.587;4.42;4.344;2.2447;1145.54
1008.24;29.760;9.476;7.82;1.771;27.10;2.655;3.4314;936.24
859.93;26.741;7.053;7.75;1.432;23.16;3.585;1.9431;936.23
437.37;9.995;4.868;4.62;0.581;8.22;1.770;2.7849;1091.08
454.55;21.405;0.876;2.38;2.220;21.00;0.405;0.1701;6.37
447.03;21.048;0.861;2.35;2.183;20.65;0.398;0.1673;499.33
1255.98;31.750;15.832;7.00;1.432;30.29;1.461;2.4979;594.72
415.17;11.727;2.922;5.92;0.761;9.10;2.628;0.7441;969.37
636.97;10.191;8.337;7.93;2.257;6.72;3.470;3.9794;940.58
1599.36;68.605;6.304;8.6;6.7;50.42;18.187;2.4837;849.99
1554.53;74.002;2.833;7.62;6.9;49.1;24.641;1.3773;719.49
302.28;5.720;3.397;4.52;0;0;5.720;2.1623;158.13
341.86;8.569;3.080;4.35;0.535;6.98;1.556;0.8919;939.56
343.05;12.950;2.038;2.41;0.325;0.13;12.825;1.2851;105.74
672.26;21.773;5.487;4.92;1.743;17.47;4.039;1.3192;1084.58
278.98;13.281;0.104;2.65;0.163;0.03;13.247;0.0596;98.05
146.29;5.714;0.119;1.49;2.024;0;5.714;0.0239;11.23
357.48;10.790;0.895;6.39;3.523;4.76;6.032;0.1850;5.79
379.99;2.148;3.961;11.54;0.101;2.11;0.039;0.9722;730.39
89.93;2.976;0.476;0.67;0.833;0;2.976;0.0217;7.31
166.21;7.756;0.142;0.68;1.652;0.67;7.084;0.0180;4.46
341.45;3.014;3.293;9.59;0.570;2.00;1.012;0.7995;601.85
203.38;3.162;3.320;0.64;1.632;0.07;3.072;0.4530;992.53
1978.54;55.723;23.163;10;0.334;36.06;19.591;11.2703;8396.47
329.11;3.824;2.916;8.81;0.659;1.56;2.251;0.7036;541.03
142.99;5.157;0.231;1.34;2.475;0.92;4.234;0.0482;34.40
337.88;13.511;0.782;3.05;3.117;8.75;4.762;0.1282;25.27
134.49;3.910;0.300;2.09;2.319;0.07;3.818;0.0546;29.94
159.77;6.424;0.296;0.80;2.900;1.66;4.764;0.0375;31.34
128.25;3.224;0.267;2.37;2.451;0.10;3.125;0.0492;37.09
315.90;3.896;2.801;8.14;0.713;1.45;2.437;0.6766;501.04
172.24;6.919;0.265;0.95;3.000;2.06;4.857;0.0376;33.63
206.97;8.503;0.200;1.82;2.650;4.13;4.368;0.0396;45.16
1919.99;52.208;26.069;3.42;1.130;44.25;7.958;12.3387;4801.91
431.14;10.212;2.273;9.76;0.803;9.69;0.519;0.3627;487.54
129.32;5.130;0.200;0.88;2.150;0.27;4.855;0.0266;36.82
256.08;12.106;0.150;1.66;1.345;10.52;1.586;0.0260;10.86
104.04;3.763;0.272;0.77;1.650;0.08;3.672;0.0365;13.00
740.43;8.498;15.565;1.11;0.114;6.27;2.218;4.9868;1225.78
690.82;8.831;8.938;12.05;0.531;6.87;1.923;3.2619;566.29
245.83;9.668;0.515;2.17;2.825;5.60;4.068;0.0801;38.16
175.31;5.502;0.387;2.53;2.587;1.53;3.969;0.0766;26.12
343.97;11.568;2.028;3.6;1.076;0.90;10.668;0.2852;105.18
276.04;10.626;0.595;2.59;3.216;5.67;4.956;0.1015;31.47
388.89;4.782;3.704;9.52;0.761;0.07;4.702;0.6455;663.28
2211.33;42.945;37.586;5.33;0;35.26;7.686;18.2425;4811.21
642.99;6.008;14.234;0.83;0;4.87;1.135;6.9272;826.79
783.49;11.360;15.312;1.02;0.312;2.61;8.746;1.1210;1443.48
1874.25;6.909;47.039;0.19;0.286;0.52;6.386;2.7014;1086.79
1147.33;15.407;23.146;1.11;0.518;0.49;14.914;1.3429;904.34
89.91;2.282;0.187;1.64;1.720;0.07;2.212;0.0343;27.06
223.04;8.429;0.504;2.21;2.610;4.77;3.644;0.0826;20.59
292.06;9.856;2.157;2.56;0.093;0;9.856;1.4298;112.29
819.65;1.016;15.162;13.70;1.056;0.02;1.000;4.8369;1971.29
329.34;11.568;2.028;2.71;1.076;0.90;10.668;0.2852;105.18
1533.80;23.688;22.428;16.57;0.896;23.36;0.330;10.4921;1703.20
435.10;2.103;5.182;12.20;0.010;0.95;1.072;1.4790;1321.85
1008.63;26.080;12.936;4.06;2.004;22.45;3.625;1.5124;1120.76
436.43;1.223;5.037;13.24;0.493;0.80;0.421;1.6203;2005.97
451.08;0.200;2.223;21.49;0;0;0.200;0.6517;1883.69
183.30;3.400;0.921;5.02;0.573;2.65;0.746;0.2635;483.48
514.64;4.298;10.047;3.98;0;0;4.298;6.7546;123.13
305.60;0;0.889;16.04;0;0;0;0.1620;419.00
928.67;0;15.341;21.24;0;0;0;2.9471;124.50
725.53;0;10.864;19.03;0;0;0;2.1412;150.57
939.89;0;14.889;22.88;0;0;0;2.8911;156.29
599.27;2.827;9.565;11.25;0.533;0.24;2.584;3.5570;948.18
536.14;7.987;6.351;9.48;0.385;5.81;2.179;1.9357;890.85
400.71;7.987;2.836;9.16;0.385;5.81;2.179;1.2503;888.70
473.12;7.782;5.327;8.02;0.463;5.53;2.249;1.3440;683.72
338.20;7.782;1.826;7.70;0.463;5.53;2.249;0.6611;681.58
647.97;3.227;10.639;11.53;0.312;1.29;1.941;2.7167;925.72
831.68;17.247;8.175;13.48;0.850;16.97;0.279;0.5547;753.26
973.68;20.373;10.142;14.40;0.917;20.07;0.302;1.7192;856.67
558.87;8.765;6.672;9.35;0.267;5.41;3.350;1.7915;680.09
403.51;8.765;2.641;8.99;0.267;5.41;3.350;1.0053;677.63
918.03;22.100;8.491;12.03;2.965;21.69;0.408;2.1093;1542.91
600.24;0.015;6.811;20.47;0;0;0.015;1.3171;835.90
594.71;0.065;7.277;19.08;0;0;0.065;4.4045;1235.32
619.24;0.068;7.380;20.29;0;0;0.068;4.6019;1240.82
685.84;0.064;9.513;19.58;0;0;0.064;4.9490;1233.16
452.48;5.007;4.533;11.05;1.161;2.05;2.958;1.6955;472.00
466.66;3.385;5.108;12.20;1.212;0.06;3.328;1.9226;536.57
622.06;3.385;9.748;11.25;1.212;0.06;3.328;4.2798;561.17
1005.24;0.019;18.416;19.03;0;0;0.019;3.5980;897.99
784.91;0.151;12.575;18.65;0;0;0.151;2.8968;1197.30
583.24;4.958;8.526;10.10;1.150;2.03;2.929;3.7300;488.74
820.34;0.550;13.124;18.76;0;0;0.550;3.7808;1171.73
686.37;5.135;11.398;9.71;1.191;2.10;3.034;4.7008;495.82
734.13;3.484;12.964;10.72;1.247;0.06;3.426;5.3606;565.66
409.94;3.385;4.097;11.07;1.212;0.06;3.328;1.8435;558.28
398.64;4.958;3.608;9.95;1.150;2.03;2.929;1.6098;486.22
350.44;2.105;3.738;10.26;0.206;1.73;0.377;1.6984;565.56
623.94;0.018;8.208;18.82;0;0;0.018;1.5435;1144.00
714.97;0.068;9.366;21.60;0;0;0.068;5.0366;1255.67
690.92;0.015;8.552;22.01;0;0;0.015;1.7242;789.49
820.94;0.987;13.895;16.38;0;0;0.987;5.1012;1086.58
478.68;8.170;8.359;1.26;1.250;1.75;6.415;0.9469;820.51
363.29;3.248;1.983;13.79;0.042;2.42;0.827;0.5689;1992.21
1596.16;55.439;14.978;5.24;1.273;18.94;36.498;5.8856;536.19
1295.16;53.520;6.210;8.00;2.266;41.40;12.121;2.8491;292.89
1454.79;53.293;12.398;4.44;1.450;24.03;29.267;4.9120;579.34
925.08;38.939;3.896;5.18;2.849;27.58;11.358;1.6157;172.51
1017.71;42.074;5.228;5.16;2.217;24.87;16.874;1.8955;370.94
1039.98;42.056;5.843;5.15;2.217;24.87;16.856;2.2865;370.94
1026.59;42.056;5.481;5.15;2.217;24.87;16.856;2.0732;369.56
2232.67;0.250;60;0.25;0;0;0.25;17.0410;917.28
2220.00;0;60;0;0;0;0;17.0410;917.28
864.94;30.768;5.630;5.95;3.017;26.23;4.294;1.9977;351.96
874.59;30.748;5.906;5.94;3.017;26.23;4.274;2.1909;350.46
889.16;30.748;6.300;5.94;3.017;26.23;4.274;2.4229;351.96
922.09;34.720;5.536;5.62;2.939;25.81;8.559;1.9734;347.15
931.31;34.701;5.799;5.61;2.939;25.81;8.540;2.1578;345.71
945.22;34.701;6.175;5.61;2.939;25.81;8.540;2.3793;347.15
901.11;31.864;6.134;5.87;3.062;27.29;4.226;2.2069;354.90
910.35;31.845;6.397;5.86;3.062;27.29;4.207;2.3917;353.46
924.29;31.845;6.774;5.86;3.062;27.29;4.207;2.6137;354.90
1300.71;46.829;11.147;4.05;2.053;21.20;25.634;4.3606;496.18
1114.93;26.313;15.209;4.05;3.084;21.69;4.618;5.9459;167.53
1064.49;29.262;12.423;4.41;2.732;17.69;11.570;4.7299;351.81
953.45;22.735;12.386;4.37;2.845;17.95;4.782;4.7422;349.58
971.51;37.885;5.602;5.26;2.891;25.20;12.274;2.1084;338.94
967.87;36.550;6.391;4.68;2.920;24.78;11.362;0.4460;268.54
968.44;25.979;10.790;6.37;1.257;11.17;14.812;4.6931;322.52
1028.03;43.029;4.721;6.06;2.102;31.33;11.699;2.1609;214.53
1236.32;46.379;9.842;3.66;1.674;18.94;27.295;3.8920;444.18
1022.10;42.031;5.227;5.32;2.099;25.02;16.792;1.9403;342.80
1688.20;57.889;16.094;5.59;1.495;31.10;26.792;6.3846;727.42
2219.51;0.25;60;0.25;0;0;0.25;17.0410;1223.04
